product_id,title,category,merchant_id,cluster_label
94,apple iphone x 64gb grau smartphone,Mobile Phones,13,Apple iPhone X 64GB
95,apple iphone x 64 gb silver,Mobile Phones,16,Apple iPhone X 64GB
96,apple iphone x space grey 5.8 64gb 4g unlocked sim free,Mobile Phones,5,Apple iPhone X 64GB
97,apple iphone x space grey 5.8 64gb 4g unlocked sim free,Mobile Phones,6,Apple iPhone X 64GB
98,iphone x 64gb silver,Mobile Phones,4,Apple iPhone X 64GB
99,apple iphone x 64 gb silver,Mobile Phones,7,Apple iPhone X 64GB
100,apple iphone x 64gb space grey,Mobile Phones,8,Apple iPhone X 64GB
101,apple iphone x 64gb silver,Mobile Phones,10,Apple iPhone X 64GB
102,iphone x 64gb space grey,Mobile Phones,24,Apple iPhone X 64GB
103,apple iphone x 5.8 single sim 4g 64gb silver,Mobile Phones,11,Apple iPhone X 64GB
104,apple iphone x silver 5.8 64gb 4g unlocked sim free,Mobile Phones,15,Apple iPhone X 64GB
105,apple iphone iphone x 14.7 cm 5.8 64 gb 12 mp ios 11 silver,Mobile Phones,18,Apple iPhone X 64GB
106,apple iphone x 64gb silver solo unlocked,Mobile Phones,17,Apple iPhone X 64GB
107,sim free iphone x 64gb mobile phone silver,Mobile Phones,22,Apple iPhone X 64GB
108,apple iphone x smartphone 4g lte advanced 64 gb gsm 5.8 2436 x 1125 pixels 458 ppi super retina hd 12 mp 7 mp front camera space grey mqac2b/a c2000,Mobile Phones,26,Apple iPhone X 64GB
109,apple iphone x,Mobile Phones,21,Apple iPhone X 64GB
110,apple mqad2b/a 5.8 iphone x 64gb silver in stock uk spec stock,Mobile Phones,23,Apple iPhone X 64GB
111,grade a samsung galaxy s8 pink 5.8 64gb 4g unlocked sim free,Mobile Phones,5,Samsung Galaxy S8 64GB
112,samsung galaxy s8 sm g950f 64gb sim free smartphone midnight black,Mobile Phones,3,Samsung Galaxy S8 64GB
113,samsung galaxy s8 g950f 64gb lte midnight black,Mobile Phones,2,Samsung Galaxy S8 64GB
114,samsung galaxy s8 sm g950f 14.7 cm 5.8 4 gb 64 gb 4g black 3000 mah,Mobile Phones,11,Samsung Galaxy S8 64GB
115,samsung galaxy s8 64gb midnight black,Mobile Phones,24,Samsung Galaxy S8 64GB
116,samsung galaxy s8 artic silver 5.8 64gb 4g unlocked sim free,Mobile Phones,6,Samsung Galaxy S8 64GB
117,samsung galaxy s8 midnight black 5.8 64gb 4g unlocked sim free,Mobile Phones,15,Samsung Galaxy S8 64GB
118,samsung galaxy s8 g9500 4gb ram 64gb rom dual sim orchid gray,Mobile Phones,29,Samsung Galaxy S8 64GB
119,samsung galaxy s8 64gb eu smartphone,Mobile Phones,30,Samsung Galaxy S8 64GB
120,samsung galaxy s8 single sim 64gb android uk version sim free smartphone midnight black with samsung original level box slim wireless portable bluetooth speaker,Mobile Phones,17,Samsung Galaxy S8 64GB
121,samsung galaxy s8 midnight black,Mobile Phones,8,Samsung Galaxy S8 64GB
122,5.8 infinity display dual camera octa core 4gb ram 64gb 3000,Mobile Phones,4,Samsung Galaxy S8 64GB
123,samsung galaxy s8 64 gb orchid grey,Mobile Phones,7,Samsung Galaxy S8 64GB
124,samsung mobile galaxy s8 series mobile phone in black,Mobile Phones,31,Samsung Galaxy S8 64GB
125,samsung galaxy s8 sm g950f 14.7 cm 5.8 4 gb 64 gb single sim 4g,Mobile Phones,14,Samsung Galaxy S8 64GB
126,samsung sm g950fzkabtu galaxy s8 64gb in midnight black,Mobile Phones,32,Samsung Galaxy S8 64GB
127,samsung 64gb black galaxy s8 sm g950fzkabtu,Mobile Phones,33,Samsung Galaxy S8 64GB
128,sim free galaxy s8 64gb by samsung black,Mobile Phones,12,Samsung Galaxy S8 64GB
129,samsung galaxy s8 sm g950f 14.7 cm 5.8 64 gb 12 mp android 7,Mobile Phones,18,Samsung Galaxy S8 64GB
130,samsung galaxy s8,Mobile Phones,21,Samsung Galaxy S8 64GB
131,sim free samsung galaxy s8 64gb mobile phone black,Mobile Phones,22,Samsung Galaxy S8 64GB
132,apple mqaf2b/a iphone x 256gb 4.8 12mp sim free smartphone in space grey,Mobile Phones,3,Apple iPhone X 256GB
133,apple iphone x 256 gb spacegrau,Mobile Phones,2,Apple iPhone X 256GB
134,apple iphone x 256gb silver,Mobile Phones,1,Apple iPhone X 256GB
135,apple iphone x 256 gb spaceship grey,Mobile Phones,16,Apple iPhone X 256GB
136,iphone x 256gb space grey,Mobile Phones,4,Apple iPhone X 256GB
137,apple iphone x silver 5.8 256gb 4g unlocked sim free,Mobile Phones,5,Apple iPhone X 256GB
138,apple iphone x silver 5.8 256gb 4g unlocked sim free,Mobile Phones,6,Apple iPhone X 256GB
139,apple iphone x 256 gb silver,Mobile Phones,7,Apple iPhone X 256GB
140,apple iphone x 256gb silver solo unlocked,Mobile Phones,17,Apple iPhone X 256GB
141,apple iphone x silver 5.8 256gb 4g unlocked sim free,Mobile Phones,15,Apple iPhone X 256GB
142,apple iphone x 256gb silver,Mobile Phones,8,Apple iPhone X 256GB
143,apple iphone x 256gb silver,Mobile Phones,10,Apple iPhone X 256GB
144,apple iphone x 256gb grau smartphone,Mobile Phones,13,Apple iPhone X 256GB
145,apple iphone x 5.8 single sim 4g 256gb silver,Mobile Phones,11,Apple iPhone X 256GB
146,sim free iphone x 256gb by apple space grey,Mobile Phones,12,Apple iPhone X 256GB
147,iphone x 256gb space grey,Mobile Phones,24,Apple iPhone X 256GB
148,apple iphone x 5.8 single sim 4g 256gb silver,Mobile Phones,14,Apple iPhone X 256GB
149,apple iphone iphone x 14.7 cm 5.8 256 gb 12 mp ios 11 silver,Mobile Phones,18,Apple iPhone X 256GB
150,sim free iphone x 256gb mobile phone space grey,Mobile Phones,22,Apple iPhone X 256GB
151,apple iphone x 256gb space grey mqaf2b/a ad01,Mobile Phones,26,Apple iPhone X 256GB
152,apple mqag2b/a 5.8 iphone x 256gb silver in stock uk spec stock,Mobile Phones,23,Apple iPhone X 256GB
153,apple iphone 7 4.7 inch multi touch 128gb wlan wwan bluetooth camera fingerprint sensor ios10 rose gold,Mobile Phones,3,Apple iPhone 7 128GB
154,apple iphone 7 128gb black,Mobile Phones,1,Apple iPhone 7 128GB
155,apple iphone 7 rose gold 4.7 128gb 4g unlocked sim free,Mobile Phones,5,Apple iPhone 7 128GB
156,apple iphone 7 128gb gold smartphone,Mobile Phones,13,Apple iPhone 7 128GB
157,apple iphone 7 128gb rose gold,Mobile Phones,4,Apple iPhone 7 128GB
158,apple iphone 7 rose gold 4.7 128gb 4g unlocked sim free,Mobile Phones,6,Apple iPhone 7 128GB
159,apple iphone 7 128gb silver,Mobile Phones,9,Apple iPhone 7 128GB
160,apple iphone 7 128gb black unlocked,Mobile Phones,8,Apple iPhone 7 128GB
161,apple iphone 7 128gb black unlocked,Mobile Phones,10,Apple iPhone 7 128GB
162,apple iphone 7 128gb silver,Mobile Phones,15,Apple iPhone 7 128GB
163,apple iphone 7 4.7 single sim 4g 2gb 128gb 1960mah gold,Mobile Phones,11,Apple iPhone 7 128GB
164,iphone 7 128gb black,Mobile Phones,24,Apple iPhone 7 128GB
165,apple iphone 7 4.7 single sim 4g 2gb 128gb 1960mah pink gold,Mobile Phones,14,Apple iPhone 7 128GB
166,apple iphone 7 128 gb diamant schwarz,Mobile Phones,2,Apple iPhone 7 128GB
167,apple iphone 7 128gb italia nero opaco,Mobile Phones,17,Apple iPhone 7 128GB
168,apple sim free iphone 7 water dust resistant 128gb silver,Mobile Phones,19,Apple iPhone 7 128GB
169,11.938 cm 4.7 1334 x 750 retina hd a10 m10 128gb touch id,Mobile Phones,18,Apple iPhone 7 128GB
170,iphone 7 128gb silver,Mobile Phones,20,Apple iPhone 7 128GB
171,sim free iphone 7 128gb mobile phone jet black,Mobile Phones,22,Apple iPhone 7 128GB
172,iphone 7 128gb silver mn932b/a wc01,Mobile Phones,26,Apple iPhone 7 128GB
173,apple iphone 8 plus 256gb gold,Mobile Phones,1,Apple iPhone 8 Plus 256GB
174,apple iphone 8 plus 256 gb silber,Mobile Phones,2,Apple iPhone 8 Plus 256GB
175,apple iphone 8 plus 256gb space grey,Mobile Phones,4,Apple iPhone 8 Plus 256GB
176,apple iphone 8 plus gold 5.5 256gb 4g unlocked sim free,Mobile Phones,5,Apple iPhone 8 Plus 256GB
177,apple iphone 8 plus gold 5.5 256gb 4g unlocked sim free,Mobile Phones,6,Apple iPhone 8 Plus 256GB
178,apple iphone 8 plus 256 gb space grey,Mobile Phones,7,Apple iPhone 8 Plus 256GB
179,apple iphone 8 plus 256gb space grey,Mobile Phones,9,Apple iPhone 8 Plus 256GB
180,apple iphone 8 plus 256gb silver,Mobile Phones,8,Apple iPhone 8 Plus 256GB
181,apple iphone 8 plus 256gb gold,Mobile Phones,10,Apple iPhone 8 Plus 256GB
182,apple iphone 8 plus 5.5 single sim 4g 256gb grey,Mobile Phones,11,Apple iPhone 8 Plus 256GB
183,apple telekom iphone 8 plus 256gb spacegrau unlocked,Mobile Phones,3,Apple iPhone 8 Plus 256GB
184,apple iphone 8 plus 5.5 single sim 4g 256gb grey,Mobile Phones,14,Apple iPhone 8 Plus 256GB
185,apple iphone 8 plus 256gb schwarz smartphone,Mobile Phones,13,Apple iPhone 8 Plus 256GB
186,apple iphone iphone 8 plus 14 cm 5.5 256 gb 12 mp ios 11 sil,Mobile Phones,18,Apple iPhone 8 Plus 256GB
187,iphone 8 plus 256gb gold,Mobile Phones,20,Apple iPhone 8 Plus 256GB
188,sim free iphone 8 plus 256gb mobile phone space grey,Mobile Phones,22,Apple iPhone 8 Plus 256GB
189,iphone 8 plus 256gb silver mq8q2b/a wc01,Mobile Phones,26,Apple iPhone 8 Plus 256GB
190,apple mq8q2b/a 5.5 iphone 8 plus 256gb silver in stock uk spec stock,Mobile Phones,23,Apple iPhone 8 Plus 256GB
191,apple iphone 8 256gb gold,Mobile Phones,1,Apple iPhone 8 256GB
192,apple iphone 8 4.7 inch 256gb 12mp mobile phone silver,Mobile Phones,3,Apple iPhone 8 256GB
193,apple iphone 8 256gb gold smartphone,Mobile Phones,13,Apple iPhone 8 256GB
194,apple iphone 8 256 gb blush gold,Mobile Phones,2,Apple iPhone 8 256GB
195,apple iphone 8 256gb silver,Mobile Phones,4,Apple iPhone 8 256GB
196,apple iphone 8 smartphone 256gb 4.7 zoll spacegrau,Mobile Phones,28,Apple iPhone 8 256GB
197,apple iphone 8 gold 4.7 256gb 4g unlocked sim free,Mobile Phones,5,Apple iPhone 8 256GB
198,apple iphone 8 gold 4.7 256gb 4g unlocked sim free,Mobile Phones,6,Apple iPhone 8 256GB
199,iphone 8 256gb gold,Mobile Phones,24,Apple iPhone 8 256GB
200,apple iphone 8 256 gb gold,Mobile Phones,7,Apple iPhone 8 256GB
201,apple iphone 8 256gb space grey,Mobile Phones,9,Apple iPhone 8 256GB
202,apple iphone 8 256 gb gold,Mobile Phones,8,Apple iPhone 8 256GB
203,apple iphone 8 256gb space grey,Mobile Phones,10,Apple iPhone 8 256GB
204,apple iphone 8 4.7 single sim 4g 256gb silver,Mobile Phones,11,Apple iPhone 8 256GB
205,apple iphone 8 4.7 single sim 4g 256gb gold,Mobile Phones,14,Apple iPhone 8 256GB
206,apple iphone 8 11.9 cm 4.7 256 gb 12 mp ios 11 grey,Mobile Phones,18,Apple iPhone 8 256GB
207,iphone 8 256gb silver,Mobile Phones,20,Apple iPhone 8 256GB
208,sim free iphone 8 256gb mobile phone space grey,Mobile Phones,22,Apple iPhone 8 256GB
209,iphone 8 256gb gold mq7e2b/a wc01,Mobile Phones,26,Apple iPhone 8 256GB
210,apple mq7e2b/a 4.7 iphone 8 256gb gold in stock uk spec stock,Mobile Phones,23,Apple iPhone 8 256GB
211,samsung galaxy s7 sm g930f 32gb unlocked smartphone black,Mobile Phones,3,Samsung Galaxy S7 32GB
212,samsung galaxy s7 sm g930f 32gb white pearl,Mobile Phones,2,Samsung Galaxy S7 32GB
213,exdisplay samsung s7 flat black,Mobile Phones,4,Samsung Galaxy S7 32GB
214,samsung galaxy s7 32gb gold platinum,Mobile Phones,24,Samsung Galaxy S7 32GB
215,samsung galaxy s7 flat black onyx 5.1 32gb 4g unlocked sim free,Mobile Phones,5,Samsung Galaxy S7 32GB
216,samsung galaxy s7 flat black onyx 5.1 32gb 4g unlocked sim free,Mobile Phones,6,Samsung Galaxy S7 32GB
217,samsung galaxy s7 flat black onyx 5.1 32gb 4g unlocked sim free,Mobile Phones,15,Samsung Galaxy S7 32GB
218,samsung galaxy s7 sm g930f 32gb 4g white smartphones single sim android nanosim gsm hspa lte,Mobile Phones,17,Samsung Galaxy S7 32GB
219,samsung galaxy s7 sm g930f 5.1 single sim 4g 4gb 32gb 3000mah black,Mobile Phones,11,Samsung Galaxy S7 32GB
220,samsung galaxy s7 sm g930f 5.1 single sim 4g 4gb 32gb 3000mah black,Mobile Phones,14,Samsung Galaxy S7 32GB
221,samsung sm g930fzwabtu galaxy s7 32gb smartphone in white,Mobile Phones,32,Samsung Galaxy S7 32GB
222,samsung galaxy s7 32gb gold,Mobile Phones,8,Samsung Galaxy S7 32GB
223,samsung galaxy s7,Mobile Phones,21,Samsung Galaxy S7 32GB
224,samsung galaxy s7 32gb premium pre owned mobile phone black,Mobile Phones,22,Samsung Galaxy S7 32GB
225,samsung galaxy s7 flat 32gb black sm g930fzkabtu wc01,Mobile Phones,26,Samsung Galaxy S7 32GB
226,apple iphone 7 plus 128 gb diamant schwarz,Mobile Phones,2,Apple iPhone 7 Plus 128GB
227,apple iphone 7 plus 128gb rose gold,Mobile Phones,1,Apple iPhone 7 Plus 128GB
228,apple iphone 7 plus 128gb silver,Mobile Phones,4,Apple iPhone 7 Plus 128GB
229,apple iphone 7 plus jet black 5.5 128gb 4g unlocked sim free,Mobile Phones,5,Apple iPhone 7 Plus 128GB
230,apple iphone 7 plus jet black 5.5 128gb 4g unlocked sim free,Mobile Phones,6,Apple iPhone 7 Plus 128GB
231,apple iphone 7 plus jet black 5.5 128gb 4g unlocked sim free,Mobile Phones,15,Apple iPhone 7 Plus 128GB
232,apple iphone 7 plus 128gb black,Mobile Phones,9,Apple iPhone 7 Plus 128GB
233,apple iphone 7 plus 128gb black,Mobile Phones,8,Apple iPhone 7 Plus 128GB
234,apple iphone 7 plus 128gb silver,Mobile Phones,10,Apple iPhone 7 Plus 128GB
235,apple iphone 7 plus 128gb gold smartphone,Mobile Phones,13,Apple iPhone 7 Plus 128GB
236,apple iphone 7 plus 5.5 single sim 4g 3gb 128gb 2900mah silver,Mobile Phones,11,Apple iPhone 7 Plus 128GB
237,apple iphone 7 plus 5.5 single sim 4g 3gb 128gb 2900mah gold,Mobile Phones,14,Apple iPhone 7 Plus 128GB
238,apple mn4q2b/a iphone 7 plus 128gb 5.5 12mp sim free smartphone in gold,Mobile Phones,3,Apple iPhone 7 Plus 128GB
239,iphone 7 plus 128gb silver,Mobile Phones,17,Apple iPhone 7 Plus 128GB
240,iphone 7 plus 128gb jet black,Mobile Phones,24,Apple iPhone 7 Plus 128GB
241,sim free iphone 7 plus 128gb mobile phone black,Mobile Phones,22,Apple iPhone 7 Plus 128GB
242,apple iphone 7 plus 5.5 inch multi touch 128gb wlan wwan bluetooth,Mobile Phones,18,Apple iPhone 7 Plus 128GB
243,iphone 7 plus 128gb rose gold,Mobile Phones,20,Apple iPhone 7 Plus 128GB
244,iphone 7 plus 128gb silver mn4p2b/a wc01,Mobile Phones,26,Apple iPhone 7 Plus 128GB
245,grade c samsung galaxy s8 black 6.2 64gb 4g unlocked sim free,Mobile Phones,5,Samsung Galaxy S8+ 64GB
246,grade c samsung galaxy s8 black 6.2 64gb 4g unlocked sim free,Mobile Phones,6,Samsung Galaxy S8+ 64GB
247,samsung galaxy s8 64gb midnight black unlocked,Mobile Phones,3,Samsung Galaxy S8+ 64GB
248,samsung galaxy s8 g955f 64gb lte midnight black,Mobile Phones,2,Samsung Galaxy S8+ 64GB
249,samsung galaxy s8 64gb orchid grey,Mobile Phones,24,Samsung Galaxy S8+ 64GB
250,samsung galaxy s8 plus 64gb smartphone,Mobile Phones,30,Samsung Galaxy S8+ 64GB
251,samsung galaxy s8 artic silver 6.2 64gb 4g unlocked sim free,Mobile Phones,15,Samsung Galaxy S8+ 64GB
252,samsung galaxy s8 plus 64gb black,Mobile Phones,1,Samsung Galaxy S8+ 64GB
253,6.2 infinity display dual camera octa core 4gb ram 64gb 3500,Mobile Phones,4,Samsung Galaxy S8+ 64GB
254,samsung galaxy s8 sm g955f 6.2 single sim 4g 4gb 64gb 3500mah black,Mobile Phones,11,Samsung Galaxy S8+ 64GB
255,samsung galaxy s8 sm g955f 6.2 single sim 4g 4gb 64gb 3500mah grey,Mobile Phones,14,Samsung Galaxy S8+ 64GB
256,samsung mobile galaxy s8 series mobile phone in orchid grey,Mobile Phones,31,Samsung Galaxy S8+ 64GB
257,samsung smg955fziabt galaxy s8 64gb in pink,Mobile Phones,32,Samsung Galaxy S8+ 64GB
258,samsung 64gb silver galaxy s8 sm g955fzsabtu,Mobile Phones,33,Samsung Galaxy S8+ 64GB
259,samsung galaxy s8 orchid grey,Mobile Phones,8,Samsung Galaxy S8+ 64GB
260,15.748 cm 6.2 2960 x 1440 samoled octa core 2.3ghz quad 1.7gh,Mobile Phones,18,Samsung Galaxy S8+ 64GB
261,sim free galaxy s8 plus 64gb by samsung grey,Mobile Phones,12,Samsung Galaxy S8+ 64GB
262,samsung galaxy s8 plus,Mobile Phones,21,Samsung Galaxy S8+ 64GB
263,sim free samsung galaxy s8 64gb mobile phone black,Mobile Phones,22,Samsung Galaxy S8+ 64GB
264,iphone 6s space grey 128gb 4.7 unlocked sim free,Mobile Phones,5,Apple iPhone 6S 128GB
265,iphone 6s 128gb silver a9 chip with 64 bit retina hd display with 3d,Mobile Phones,4,Apple iPhone 6S 128GB
266,iphone 6s space grey 128gb 4.7 unlocked sim free,Mobile Phones,6,Apple iPhone 6S 128GB
267,apple iphone 6s sim free 128gb silver,Mobile Phones,8,Apple iPhone 6S 128GB
268,sim free iphone 6s 128gb mobile phone space grey,Mobile Phones,22,Apple iPhone 6S 128GB
269,apple iphone 6s 4.7 single sim 4g 128gb pink gold,Mobile Phones,11,Apple iPhone 6S 128GB
